t,x1,x2
0,0.0,0.0
10,4.02788029584005E-4,-2.013278760003873E-4
20,0.0014260151096064625,-6.534637532540299E-4
30,0.002795848216678382,-0.0011438292886402166
40,0.004378725259596225,-0.00159031436816608
50,0.006105242907782486,-0.001966721006940143
60,0.007936091236866213,-0.002270007534517925
70,0.009846685170691583,-0.0025060220853293487
80,0.011820129237575862,-0.002683394770735292
90,0.013843912905711474,-0.0028110134534274434
100,0.01590828968378097,-0.0028970595869648175
110,0.018005427593049014,-0.0029487113177139113
120,0.020128922465138477,-0.0029721217922678393
130,0.02227348959331684,-0.002972502076089038
140,0.024434749161328588,-0.0029542357877919423
150,0.026609065615162922,-0.002920995445252622
160,0.028793421354106653,-0.0028758491739702043
170,0.030985314390885164,-0.002821354391325826
180,0.03318267400430236,-0.0027596383512223967
190,0.03538379056702054,-0.0026924666646611327
200,0.03758725687351392,-0.002621301273012064
210,0.039791918955398554,-0.0025473493554081725
220,0.04199683479590567,-0.0024716045228708565
230,0.04420123965372598,-0.0023948814844738757
240,0.046404516931541594,-0.0023178452039322797
250,0.04860617370242892,-0.002241035412932711
260,0.050805820151881065,-0.0021648872143956825
270,0.05300315231259442,-0.002089748394536999
280,0.055197937568642844,-0.002015893965365414
290,0.057390002488940536,-0.0019435383769720455
300,0.0595792226197862,-0.001872845769516726
310,0.06176551392501602,-0.0018039385762761637
320,0.06394882561168741,-0.0017369047398097595
330,0.06612913412076984,-0.001671803761781769
340,0.06830643809728452,-0.0016086717720285304
350,0.07048075418375901,-0.001547525773041479
360,0.0726521135056252,-0.0014883671912763533
370,0.0740149819555479,-0.0010285287323217457
380,0.07413410890360203,-6.902875902268374E-5
390,0.07355721977276616,9.650050163691748E-4
400,0.07255150323348414,0.0019093879244405781
410,0.07125583429061146,0.002711764564653371
420,0.0697489038984987,0.0033660959250587305
430,0.0680799551509013,0.003884125351575979
440,0.06628285299686268,0.004283162067321301
450,0.06438269293385245,0.004581032046996388
460,0.0623990422866426,0.004794149144770568
470,0.06034763884156588,0.0049369208489003225
480,0.0582413639120789,0.00502170453202282
490,0.05609085876651525,0.005058972994447648
500,0.053701905624070595,0.005463772774106354
510,0.051031995379623385,0.006462901350593433
520,0.04830169029043453,0.007786208741632144
530,0.04559887812879582,0.009304069792055263
540,0.04295417046841622,0.010950742944724864
550,0.0403740942350475,0.012690132547261432
560,0.037855603795012946,0.014500396260586157
570,0.03539234169962275,0.016366943224738896
580,0.0329772677236947,0.01827918126978611
590,0.030603700608341847,0.020228950182776283
600,0.028265675503022315,0.022209722398557334
610,0.025958014471042627,0.024216160588991596
620,0.0236762836688822,0.02624384746281984
630,0.021416711989986067,0.028289103662085004
640,0.01917610248641005,0.030348854594517277
650,0.01695174889347489,0.03242052727199925
660,0.014741361408686501,0.034501967444888565
670,0.01254300245925808,0.03659137161907589
680,0.010355031852398599,0.03868723062364244
690,0.008176060255652942,0.040788282467379235
700,0.006004909880521856,0.04289347282128071
710,0.0038405813142241355,0.045001921834190946
720,0.0016822255641697793,0.04711289624083824
730,-6.809074028873985E-5,0.0490244576697539
740,-0.0011933313009215019,0.05068661918811562
750,-0.0019678544315089933,0.052311539614511626
760,-0.002525670989143282,0.053980982143525
770,-0.0029365685411936668,0.055720858846501096
780,-0.0032401867663066075,0.05753397667330705
790,-0.003461394450108027,0.0594142956839432
800,-0.0036173318263229594,0.06135302990424529
810,-0.003720721216636892,0.06334116568424253
820,-0.003781492963442906,0.0653704209239835
830,-0.0038076391993610154,0.06743353782293493
840,-0.003805704125024803,0.0695243010857918
850,-0.003781095372813126,0.0716374520742188
860,-0.003332204890736566,0.07295611243532549
870,-0.0023630656263338365,0.07303777737150868
880,-0.0013057002212883695,0.07243203108631252
890,-3.2832328854993237E-4,0.07140588041842749
900,5.141134963910013E-4,0.0700972776913302
910,0.0012137475747823617,0.06858380058304069
920,0.001780956348103345,0.06691361031914689
930,0.002231982435273748,0.06511960130893604
940,0.00258379879516369,0.06322602968763988
950,0.0028521287360318698,0.0612517502792079
960,0.003050817994487205,0.059211902281136465
970,0.0031917667986846587,0.05711886730542752
980,0.0032850769074935122,0.054982871337167075
990,0.0033392659010491495,0.05281240068396932
1000,0.003361487656149475,0.05061451179265179
1010,0.003357735668194979,0.04839507410277055
1020,0.003333022020840924,0.04615896646028624
1030,0.0032915314632924325,0.043910238845919554
1040,0.0032367525882748653,0.04165224686379007
1050,0.003171588873598967,0.03938776417137308
1060,0.003098452394122715,0.037119076729921
1070,0.0030193427799288935,0.03484806192666763
1080,0.002935913683307796,0.03257625504220653
1090,0.002849528700805371,0.030304905102715357
1100,0.002761308406986022,0.02803502181502685
1110,0.0026721699024413025,0.0257674150053432
1120,0.0025828600600996555,0.02350272775367817
1130,0.002493983467972581,0.021241464225654073
1140,0.0024060259090889786,0.01898401304388716
1150,0.0023193740865065753,0.016730666907442588
1160,0.0022343321892880517,0.01448163905544669
1170,0.002151135800985228,0.012237077076428083
1180,0.0020699635727358112,0.009997074485445888
1190,0.0019909470162028284,0.007761680424158007
1200,0.0019141787152962921,0.005530907782679869
1210,0.001839719208237743,0.003304739994701639
1220,0.0015645544556701103,0.0014893667173619882
1230,0.0010388479425514098,3.0413219384748275E-4
1240,4.770550941337917E-4,-5.273730048827207E-4
1250,-3.802450960793918E-5,-0.0011400224913864709
1260,-4.8001452474639864E-4,-0.001603953702605152
1270,-8.459081901904881E-4,-0.0019589403660940498
1280,-0.0011416715832931936,-0.002229899144478093
1290,-0.0013760796056950472,-0.0024339877187558264
1300,-0.0015581681729915481,-0.0025839386807055584
1310,-0.001696260726711636,-0.0026896945509484816
1320,-0.0017976681617298156,-0.0027592645538616766
1330,-0.001868666544565474,-0.002799215375020589
1340,-0.001914580468444041,-0.002814982027761965
1350,-0.001939898476574612,-0.002811084157426265
1360,-0.0019483902672419672,-0.0027912879675569924
1370,-0.0019432142191787133,-0.0027587335601748776
1380,-0.0019270118124734537,-0.002716038126324653
1390,-0.0019019888219645056,-0.0026653810111374235
1400,-0.0018699844033340145,-0.002608574499922494
1410,-0.0018325295574699906,-0.002547123019948345
1420,-0.001790896464119826,-0.0024822727851494166
1430,-0.0017461400464937281,-0.0024150534832096116
1440,-0.001699132960185353,-0.002346313303833684
1450,-0.001650595031785189,-0.0022767483803299393
1460,-0.0016011180194853874,-0.002206927537519813
1470,-0.001551186433954244,-0.002137313093425123
1480,-0.0015011950426610996,-0.002068278341967033
1490,-0.0014514635829409191,-0.0020001222437492786
1500,-0.0014022491262451313,-0.0019330817681492876
1510,-0.0013537564661002565,-0.0018673422595699514
1520,-0.0013061468433546283,-0.0018030461415662771
1530,-0.0012595452726464266,-0.0017403002228270135
1540,-0.0012140466922236292,-0.001679181827150496
1550,-0.0011697211240559505,-0.0016197439343468886
1560,-0.001126618001557768,-0.0015620194893709517
1570,-0.001084769797309424,-0.0015060250120551557
1580,-0.0010441950621804881,-0.0014517636188282868
1590,-0.0010049009695977922,-0.001399227550143912
1600,-9.668854438373248E-4,-0.0013484002824796447
1610,-9.301389387095363E-4,-0.0012992582912590912
1620,-8.94645922479529E-4,-0.0012517725205208037
1630,-8.603861160032264E-4,-0.001205909606298712
1640,-8.273355236038671E-4,-0.0011616328932222888
1650,-7.954672899377675E-4,-0.0011189032775698227
1660,-7.647524108171815E-4,-0.0010776799047275561
1670,-7.351603215137966E-4,-0.0010379207445636474
1680,-7.06659382326412E-4,-9.995830644864017E-4
1690,-6.792172780491269E-4,-9.62623816809441E-4
1700,-6.528013453280166E-4,-9.269999543985951E-4
1710,-6.273788396658148E-4,-8.9266868634725E-4
1720,-6.029171519590175E-4,-8.5958768355221E-4
1730,-5.793839828741274E-4,-8.277152424848341E-4
1740,-5.56747482042351E-4,-7.970104141251853E-4
1750,-5.349763579352967E-4,-7.674331039105496E-4
1760,-5.14039963344728E-4,-7.389441476105452E-4
1770,-4.939083605991259E-4,-7.115053672510969E-4
1780,-4.74552369985052E-4,-6.850796105451306E-4
1790,-4.559436042822079E-4,-6.596307767290708E-4
1800,-4.3805449185088874E-4,-6.351238312343516E-4
1810,-4.2085829031515796E-4,-6.115248112280835E-4
1820,-4.0432909255264994E-4,-5.888008237249001E-4
1830,-3.884418264224661E-4,-5.669200376928538E-4
1840,-3.7317224942776E-4,-5.458516713416416E-4
1850,-3.5849693931224423E-4,-5.255659755843467E-4
1860,-3.4439328142404067E-4,-5.060342144983321E-4
1870,-3.3083945354102834E-4,-4.8722864347191234E-4
1880,-3.178144087349126E-4,-4.691224856067357E-4
1890,-3.05297856753089E-4,-4.516899068479041E-4
1900,-2.9327024431502637E-4,-4.349059902317317E-4
1910,-2.81712734650835E-4,-4.187467095722096E-4
1920,-2.706071865517986E-4,-4.0318890284957046E-4
1930,-2.5993613315416174E-4,-3.882102455160666E-4
1940,-2.4968276063687357E-4,-3.737892238936864E-4
1950,-2.398308869800405E-4,-3.599051088047777E-4
1960,-2.3036494090247143E-4,-3.465379295483688E-4
1970,-2.2126994107302052E-4,-3.3366844831147737E-4
1980,-2.1253147567069247E-4,-3.2127813508513615E-4
1990,-2.0413568235204242E-4,-3.0934914313860025E-4
2000,-1.9606922867075003E-4,-2.97864285091713E-4
2010,-1.8831929298292056E-4,-2.8680700961424086E-4
2020,-1.808735458623009E-4,-2.761613787717753E-4
2030,-1.737201320418663E-4,-2.6591204603021885E-4
2040,-1.6684765289188056E-4,-2.560442349246608E-4
2050,-1.6024514943932696E-4,-2.4654371839338574E-4
2060,-1.5390208592936598E-4,-2.373967987736481E-4
2070,-1.4780833392603903E-4,-2.2859028845254275E-4
2080,-1.4195415694667288E-4,-2.2011149116366233E-4
2090,-1.3633019562223783E-4,-2.119481839181515E-4
2100,-1.3092745337417496E-4,-2.0408859955715173E-4
2110,-1.2573728259686307E-4,-1.965214099113971E-4
2120,-1.2075137133387085E-4,-1.8923570955280906E-4
2130,-1.1596173043538409E-4,-1.82221000122289E-4
2140,-1.1136068118366306E-4,-1.7546717521747606E-4
2150,-1.0694084337303156E-4,-1.689645058239853E-4
2160,-1.0269512383069703E-4,-1.6270362627353508E-4
2170,-9.861670536461941E-5,-1.5667552071238554E-4
2180,-9.469903612466555E-5,-1.5087151006362E-4
2190,-9.093581936338539E-5,-1.4528323946698765E-4
2200,-8.732100358290893E-5,-1.399026661802748E-4
2210,-8.384877305467838E-5,-1.347220479264688E-4
2220,-8.051353869898469E-5,-1.2973393167131333E-4
2230,-7.730992931156321E-5,-1.2493114281621675E-4
2240,-7.423278312481228E-5,-1.2030677479185824E-4
2250,-7.127713969152495E-5,-1.15854179038235E-4
2260,-6.84382320793613E-5,-1.1156695535730123E-4
2270,-6.571147936463418E-5,-1.0743894262476203E-4
2280,-6.30924794143304E-5,-1.0346420984799996E-4
2290,-6.0577001945639396E-5,-9.963704755752513E-5
2300,-5.8160981852610126E-5,-9.595195951974994E-5
2310,-5.584051278990298E-5,-9.240365475929382E-5
2320,-5.361184100394408E-5,-8.898703987942238E-5
2330,-5.1471359402124715E-5,-8.569721166961489E-5
2340,-4.941560185101697E-5,-8.252944998963678E-5
2350,-4.7441237694897424E-5,-7.947921091986584E-5
2360,-4.5545066486183704E-5,-7.654212016798435E-5
2370,-4.372401291969284E-5,-7.371396672250175E-5
2380,-4.197512196292679E-5,-7.099069674391565E-5
2390,-4.0295554174876655E-5,-6.836840768465106E-5
2400,-3.8682581206115936E-5,-6.584334262923999E-5
2410,-3.7133581473221906E-5,-6.341188484651485E-5
2420,-3.5646036000824924E-5,-6.107055254589136E-5
2430,-3.4217524424837006E-5,-5.881599383010726E-5
2440,-3.284572115065392E-5,-5.664498183706536E-5
2450,-3.1528391660360116E-5,-5.4554410063700945E-5
2460,-3.026338896319167E-5,-5.254128786505609E-5
2470,-2.9048650183731013E-5,-5.0602736121996544E-5
2480,-2.7882193282517624E-5,-4.873598307125106E-5
2490,-2.6762113903961498E-5,-4.693836029168829E-5
2500,-2.5686582346641752E-5,-4.5207298840973624E-5
2510,-2.465384065126073E-5,-4.354032553696664E-5
2520,-2.366219980170533E-5,-4.193505937843094E-5
2530,-2.2710037034841452E-5,-4.038920809983093E-5
2540,-2.179579325483571E-5,-3.8900564855185775E-5
2550,-2.0917970547959772E-5,-3.746700502613916E-5
2560,-2.0075129793988606E-5,-3.608648314958472E-5
2570,-1.926588837045316E-5,-3.475702996036193E-5
2580,-1.8488917946152246E-5,-3.347674954470526E-5
2590,-1.774294236046674E-5,-3.224381660029138E-5
2600,-1.70267355851525E-5,-3.1056473798885205E-5
2610,-1.6339119765416504E-5,-2.991302924773555E-5
2620,-1.5678963337204022E-5,-2.881185404601575E-5
2630,-1.5045179217743135E-5,-2.7751379932743563E-5
2640,-1.4436723066506884E-5,-2.6730097022748786E-5
2650,-1.3852591613863082E-5,-2.5746551627385633E-5
2660,-1.3291821054787143E-5,-2.4799344156811096E-5
2670,-1.2753485505114703E-5,-2.388712710076996E-5
2680,-1.2236695517908359E-5,-2.3008603084941884E-5
2690,-1.1740596657606483E-5,-2.216252300001674E-5
2700,-1.1264368129712319E-5,-2.134768420077073E-5
2710,-1.0807221463868196E-5,-2.0562928772518306E-5
2720,-1.0368399248243013E-5,-1.9807141862413505E-5
2730,-9.94717391324132E-6,-1.9079250073169212E-5
2740,-9.542846562619315E-6,-1.8378219916854203E-5
2750,-9.154745850167215E-6,-1.770305632651571E-5
2760,-8.782226900188611E-6,-1.705280122345979E-5
2770,-8.424670270075922E-6,-1.642653213810336E-5
2780,-8.081480953346892E-6,-1.5823360882389897E-5
2790,-7.752087421570393E-6,-1.5242432271836362E-5
2800,-7.43594070367057E-6,-1.46829228953514E-5
2810,-7.132513501156972E-6,-1.4144039931034792E-5
2820,-6.84129933788447E-6,-1.3625020006235244E-5
2830,-6.561811743000894E-6,-1.3125128100208345E-5
2840,-6.293583465792256E-6,-1.2643656487778817E-5
2850,-6.036165721185468E-6,-1.2179923722471009E-5
2860,-5.789127464716462E-6,-1.1733273657629322E-5
2870,-5.552054695817796E-6,-1.1303074504105703E-5
2880,-5.32454978832434E-6,-1.0888717923144764E-5
2890,-5.10623084713818E-6,-1.0489618153148495E-5
2900,-4.896731090035042E-6,-1.0105211169051979E-5
2910,-4.695698253633945E-6,-9.734953873089143E-6
2920,-4.502794022589705E-6,-9.378323315773403E-6
2930,-4.317693481104428E-6,-9.034815945962087E-6
2940,-4.1400845858891295E-6,-8.703946888916096E-6
2950,-3.969667659740364E-6,-8.385249251306938E-6
2960,-3.8061549049291244E-6,-8.078273452162687E-6
2970,-3.649269935630388E-6,-7.782586578782228E-6
2980,-3.4987473286516993E-6,-7.4977717666835165E-6
2990,-3.354332191747869E-6,-7.223427602686653E-6
3000,-3.2157797488366094E-6,-6.9591675502663085E-6
3010,-3.0828549414564827E-6,-6.704619396340426E-6
3020,-2.9553320458341237E-6,-6.45942471869345E-6
3030,-2.8329943049522746E-6,-6.223238373262309E-6
3040,-2.7156335750337833E-6,-5.995728000542375E-6
3050,-2.6030499858794564E-6,-5.7765735503984204E-6
3060,-2.4950516145194625E-6,-5.5654668245924354E-6
3070,-2.3914541716589914E-6,-5.36211103636592E-6
3080,-2.292080700419035E-6,-5.166220386439111E-6
3090,-2.1967612868925638E-6,-4.9775196548135046E-6
3100,-2.1053327820549963E-6,-4.795743807787002E-6
3110,-2.0176385345858086E-6,-4.620637619613153E-6
3120,-1.933528134175328E-6,-4.451955308257284E-6
3130,-1.852857164907331E-6,-4.28946018472276E-6
3140,-1.7754869683239839E-6,-4.132924315440405E-6
3150,-1.701284415794956E-6,-3.982128197233052E-6
3160,-1.630121689827252E-6,-3.8368604443855174E-6
3170,-1.561876073966445E-6,-3.6969174873678356E-6
3180,-1.4964297509535769E-6,-3.5621032827765535E-6
3190,-1.4336696088150668E-6,-3.4322290340751733E-6
3200,-1.3734870545755124E-6,-3.307112922730512E-6
3210,-1.3157778352953463E-6,-3.186579849356834E-6
3220,-1.2604418661469114E-6,-3.0704611844941597E-6
3230,-1.2073830652536647E-6,-2.9585945286611223E-6
3240,-1.156509195027944E-6,-2.8508234813362084E-6
3250,-1.1077317097530306E-6,-2.7469974185341715E-6
3260,-1.0609656091651534E-6,-2.646971278656879E-6
3270,-1.0161292978005797E-6,-2.550605356309855E-6
3280,-9.731444498821148E-7,-2.4577651037873143E-6
3290,-9.319358795280987E-7,-2.3683209399396353E-6
3300,-8.924314160754659E-7,-2.282148066147883E-6
3310,-8.545617843165406E-7,-2.1991262891403112E-6
3320,-8.182604894570591E-7,-2.1191398503956983E-6
3330,-7.834637066104176E-7,-2.0420772618878763E-6
3340,-7.501101746503488E-7,-1.9678311479350384E-6
3350,-7.181410942511792E-7,-1.896298092926219E-6
3360,-6.875000299514707E-7,-1.827378494705864E-6
3370,-6.581328160832654E-7,-1.7609764234055972E-6
3380,-6.299874664153036E-7,-1.696999485520164E-6
3390,-6.030140873645076E-7,-1.63535869303213E-6
3400,-5.771647946357071E-7,-1.57596833739721E-6
3410,-5.523936331550522E-7,-1.5187458682091317E-6
3420,-5.286565001678132E-7,-1.463611776369711E-6
3430,-5.059110713763134E-7,-1.4104894815963175E-6
3440,-4.841167299985997E-7,-1.35930522410519E-6
3450,-4.632344986331166E-7,-1.3099879603150862E-6
3460,-4.432269738191319E-7,-1.2624692624215635E-6
3470,-4.240582631869752E-7,-1.2166832216977779E-6
3480,-4.0569392509628634E-7,-1.1725663553830681E-6
3490,-3.8810091066445516E-7,-1.1300575170257722E-6
3500,-3.712475080912562E-7,-1.0890978101517125E-6
3510,-3.551032891893587E-7,-1.0496305051345777E-6
3520,-3.396390580339259E-7,-1.0116009591490591E-6
3530,-3.248268016479127E-7,-9.749565390920373E-7
3540,-3.106396426429329E-7,-9.396465473613997E-7
3550,-2.9705179373870566E-7,-9.0562215038619E-7
3560,-2.8403851408710104E-7,-8.728363098057546E-7
3570,-2.7157606732970543E-7,-8.412437161993694E-7
3580,-2.596416813206066E-7,-8.108007252715072E-7
3590,-2.4821350944877716E-7,-7.814652964014406E-7
3600,-2.3727059349700308E-7,-7.531969334692823E-7
3610,-2.2679282797677623E-7,-7.259566278738418E-7
3620,-2.1676092588094318E-7,-6.997068036608319E-7
3630,-2.071563857981847E-7,-6.744112646829993E-7
3640,-1.9796146033559285E-7,-6.50035143716672E-7
3650,-1.8915912579771912E-7,-6.265448534620346E-7
3660,-1.8073305307249283E-7,-6.039080393571502E-7
3670,-1.7266757967635406E-7,-5.820935341383567E-7
3680,-1.6494768291281587E-7,-5.610713140821744E-7
3690,-1.5755895410046703E-7,-5.408124568662779E-7
3700,-1.5048757382815312E-7,-5.212891009894172E-7
3710,-1.4372028819673415E-7,-5.024744066924024E-7
3720,-1.372443860084096E-7,-4.843425183244331E-7
3730,-1.310476768661359E-7,-4.668685281011202E-7
3740,-1.2511847014713199E-7,-4.500284412025517E-7
3750,-1.194455548158846E-7,-4.337991421616731E-7
3760,-1.1401818004342415E-7,-4.1815836249510687E-7
3770,-1.088260366009478E-7,-4.0308464953031643E-7
3780,-1.0385923899712231E-7,-3.8855733638473666E-7
3790,-9.910830832960542E-8,-3.7455651305414424E-7
3800,-9.456415582248284E-8,-3.6106299856912996E-7
3810,-9.021806702243234E-8,-3.4805831418006807E-7
3820,-8.606168662749624E-8,-3.3552465753245003E-7
3830,-8.208700392337174E-8,-3.2344487779586766E-7
3840,-7.828633880311642E-8,-3.1180245171129816E-7
3850,-7.465232834711598E-8,-3.00581460522657E-7
3860,-7.117791394107284E-8,-2.8976656775985025E-7
3870,-6.7856328910651E-8,-2.7934299784177735E-7
3880,-6.468108665225443E-8,-2.692965154689064E-7
3890,-6.164596924022527E-8,-2.5961340577617594E-7
3900,-5.8745016491526026E-8,-2.502804552180617E-7
3910,-5.597251546971591E-8,-2.412849331586947E-7
3920,-5.3322990410750004E-8,-2.326145741409254E-7
3930,-5.079119305381881E-8,-2.2425756080919616E-7
3940,-4.8372093361108434E-8,-2.1620250746202125E-7
3950,-4.6060870610998054E-8,-2.084384442107699E-7
3960,-4.385290484982291E-8,-2.0095480172231545E-7
3970,-4.1743768687918204E-8,-1.937413965239457E-7
3980,-3.972921942622436E-8,-1.8678841684973262E-7
3990,-3.780519150027541E-8,-1.8008640900833146E-7
4000,-3.596778922891445E-8,-1.7362626425292298E-7
4010,-3.4213279855579374E-8,-1.6739920613472883E-7
4020,-3.253808687048392E-8,-1.6139677832221857E-7
4030,-3.0938783602480616E-8,-1.5561083286879137E-7
4040,-2.9412087069835825E-8,-1.5003351891235338E-7
4050,-2.7954852079573862E-8,-1.4465727179082768E-7
4060,-2.6564065565456587E-8,-1.39474802558225E-7
4070,-2.5236841155058118E-8,-1.344790878864747E-7
4080,-2.3970413956772734E-8,-1.2966336033876317E-7
4090,-2.2762135557956758E-8,-1.2502109900065646E-7
4100,-2.1609469225754542E-8,-1.2054602045579194E-7
4110,-2.050998530249309E-8,-1.1623207009341431E-7
4120,-1.9461356787852634E-8,-1.1207341373550259E-7
4130,-1.8461355100328882E-8,-1.0806442957168897E-7
4140,-1.750784601080037E-8,-1.0419970039060779E-7
4150,-1.6598785741299204E-8,-1.0047400609673369E-7
4160,-1.5732217222358018E-8,-9.688231650217364E-8
4170,-1.490626650256892E-8,-9.341978438326744E-8
4180,-1.4119139304243379E-8,-9.008173879222728E-8
4190,-1.336911771930472E-8,-8.686367861440895E-8
4200,-1.2654557039778498E-8,-8.37612663621551E-8
4210,-1.1973882717469994E-8,-8.077032219648687E-8
4220,-1.1325587447633463E-8,-7.788681816824309E-8
4230,-1.0708228371644506E-8,-7.510687267057674E-8
4240,-1.0120424393885762E-8,-7.242674509501856E-8
4250,-9.560853608246562E-9,-6.984283068360524E-8
4260,-9.028250829820854E-9,-6.73516555698475E-8
4270,-8.521405227563426E-9,-6.494987200158094E-8
4280,-8.039158053833577E-9,-6.263425373899922E-8
4290,-7.580400466917884E-9,-6.04016916214176E-8
4300,-7.144071442779476E-9,-5.824918929655295E-8
4310,-6.729155772431129E-9,-5.6173859106336465E-8
4320,-6.3346821414733335E-9,-5.417291812349628E-8
4330,-5.959721288476557E-9,-5.2243684333360305E-8
4340,-5.603384239019794E-9,-5.038357295553476E-8
4350,-5.264820612324631E-9,-4.8590092900311164E-8
4360,-4.9432169975468235E-9,-4.686084335484498E-8
4370,-4.63779539690456E-9,-4.519351049433218E-8
4380,-4.347811732935673E-9,-4.358586431358598E-8
4390,-4.072554417284379E-9,-4.203575557458647E-8
4400,-3.811342978522249E-9,-4.054111286573864E-8
4410,-3.5635267466080783E-9,-3.9099939768732206E-8
4420,-3.3284835916873018E-9,-3.771031212904814E-8
4430,-3.1056187150238506E-9,-3.637037542630268E-8
4440,-2.8943634899457663E-9,-3.507834224076031E-8
4450,-2.6941743507710607E-9,-3.383248981248247E-8
4460,-2.504531727761756E-9,-3.263115768970924E-8
4470,-2.3249390262325836E-9,-3.1472745463196614E-8
4480,-2.1549216480160527E-9,-3.0355710583352945E-8
4490,-1.994026053557762E-9,-2.927856625713456E-8
4500,-1.8418188629854372E-9,-2.823987942177261E-8
4510,-1.697885994561633E-9,-2.7238268792511152E-8
4520,-1.5618318389941282E-9,-2.627240298164043E-8
4530,-1.4332784681394477E-9,-2.5340998686209417E-8
4540,-1.3118648766939203E-9,-2.44428189418981E-8
4550,-1.19724625552338E-9,-2.3576671440622798E-8
4560,-1.089093295336899E-9,-2.2741406909537198E-8
4570,-9.870915194622911E-10,-2.1935917549177896E-8
4580,-8.909406445311016E-10,-2.1159135528586154E-8
4590,-8.003539679290621E-10,-2.0410031535317413E-8
4600,-7.150577809140915E-10,-1.9687613378326984E-8
4610,-6.34790806348391E-10,-1.899092464179437E-8
4620,-5.593036600336515E-10,-1.831904338802006E-8
4630,-4.883583346793876E-10,-1.7671080907597238E-8
4640,-4.2172770557360215E-10,-1.7046180515126998E-8
4650,-3.5919505706268834E-10,-1.6443516388809368E-8
4660,-3.005536289836432E-10,-1.5862292452303815E-8
4670,-2.456061822264227E-10,-1.5301741297311946E-8
4680,-1.941645826375504E-10,-1.4761123145391956E-8
4690,-1.4604940250815818E-10,-1.4239724847569311E-8
4700,-1.0108953892029451E-10,-1.3736858920360841E-8
4710,-5.912184825488369E-11,-1.3251862616880177E-8
4720,-1.999079619296399E-11,-1.2784097031741559E-8
4730,1.6451877430937056E-11,-1.233294623852608E-8
4740,5.034747953841324E-11,-1.1897816458619848E-8
4750,8.183067106981316E-11,-1.1478135260277315E-8
4760,1.1102976116594534E-10,-1.1073350786805095E-8
4770,1.380669888118222E-10,-1.0682931012802157E-8
4780,1.6305879246328456E-10,-1.0306363027431405E-8
4790,1.8611606815610796E-10,-9.943152343735162E-9
4800,2.0734441657678838E-10,-9.592822233043442E-9
4810,2.2684437955465308E-10,-9.254913083558723E-9
4820,2.4471166641616004E-10,-8.92898178223454E-9
4830,2.61037370624211E-10,-8.614601119097673E-9
4840,2.759081771080222E-10,-8.311359213194773E-9
4850,2.894065606725058E-10,-8.018858959374429E-9
4860,3.01610975860143E-10,-7.736717495144509E-9
4870,3.125960386230959E-10,-7.464565686872523E-9
4880,3.2243270014860933E-10,-7.202047634623591E-9
4890,3.3118841316666216E-10,-6.948820194956432E-9
4900,3.3892729105535995E-10,-6.7045525210227E-9
4910,3.4571026004655947E-10,-6.468925619338974E-9
4920,3.515952048218025E-10,-6.241631922623818E-9
4930,3.566371077766914E-10,-6.022374878114551E-9
4940,3.60888182220399E-10,-5.8108685507998325E-9
4950,3.643979997659996E-10,-5.606837241024778E-9
4960,3.6721361215679504E-10,-5.410015115945249E-9
4970,3.693796677636653E-10,-5.22014585432705E-9
4980,3.7093852297879566E-10,-5.036982304204291E-9
4990,3.719303487218038E-10,-4.8602861529288625E-9
5000,3.7239323226537174E-10,-4.689827609160182E-9
5010,3.723632745789195E-10,-4.5253850963607555E-9
5020,3.7187468338062475E-10,-4.366744957379079E-9
5030,3.709598620802177E-10,-4.2137011697166295E-9
5040,3.696494947874247E-10,-4.06605507109048E-9
5050,3.6797262755365186E-10,-3.923615094917243E-9
5060,3.6595674600756794E-10,-3.786196515357738E-9
5070,3.6362784953855156E-10,-3.653621201574948E-9
